tickerdate,aapl,qcom,intc,avgo,gm,nvda,soxx,spy,fslr
7/5/2016,95.04,51.94,32.68,150.76,28.16,47.35,91.15,208.46,47.77
7/6/2016,95.55,52.37,32.97,150.63,28.4,47.65,91.29,209.59,49.13
7/7/2016,95.94,52.93,33.2,150.99,28.75,48.89,92.41,209.48,44.34
7/8/2016,96.5,54.19,34,155.14,29.66,50.85,94.99,212.58,45.6
7/11/2016,96.98,54.12,34.35,156.75,30.13,52.19,96.06,213.42,46.49
7/12/2016,97.34,54.62,34.94,158.59,30.6,52.8,97.36,214.97,46.99
7/13/2016,96.97,54.83,35.02,157.41,30.62,52.78,97.45,214.97,46.2
7/14/2016,98.79,54.88,35.2,160.79,30.76,53.32,98.16,216.09,47.35
7/15/2016,98.7,54.75,35.07,161.16,30.77,52.7,98.1,215.91,47.73
7/18/2016,99.84,55.35,35.05,162.33,30.87,52.97,99.54,216.39,47.95
7/19/2016,99.87,55.14,35.15,160.53,31.25,53.52,99.16,216.21,47.74
7/20/2016,99.93,55.88,35.1,162.67,31.49,54.25,100.77,217.09,48.43
7/21/2016,99.41,60,34.1,160.74,32.03,53.35,100.05,216.24,48.33
7/22/2016,98.47,61.15,34.66,159.67,32.15,54.67,100.56,217.19,48.12
7/25/2016,97.3,60.73,34.69,159.78,32.04,55.68,101.14,216.56,48
7/26/2016,96.6,61.35,35.09,163.44,32.15,56.63,105.06,216.71,48.58
7/27/2016,103.2,62.51,34.83,165.66,32.01,56.06,105.02,216.5,48.55
7/28/2016,104.45,62.43,34.77,164.23,30.99,56.18,104.45,216.82,47.13
7/29/2016,104.21,62.58,34.86,162,31.54,57.1,103.92,217.25,46.7
8/1/2016,106.1,61.85,34.8,163.51,31.3,56.73,104.1,216.91,47.21
8/2/2016,104.49,60.62,34.56,163.07,29.93,56.04,102.45,215.68,47.55
8/3/2016,105.75,61.01,34.25,164.03,30.24,56.19,102.64,216.03,48.53
8/4/2016,105.86,60.98,34.58,166.99,30.34,57.23,103.59,216.37,43.68
8/5/2016,107.33,62,34.98,170.12,30.8,58.2,104.92,218.19,43.86
8/8/2016,108.36,61.58,35.04,168.35,30.88,58.74,104.75,217.95,43.95
8/9/2016,108.81,61.99,34.91,171.17,30.99,58.89,105.63,218.21,42.17
8/10/2016,108.01,61.71,34.53,171.85,31.25,58.51,104.84,217.63,39.23
8/11/2016,107.93,61.74,34.68,172.09,31.75,59.61,105.28,218.64,38.92
8/12/2016,108.18,61.71,34.57,172.47,31.57,63,105.78,218.5,38.42
8/15/2016,109.48,62.43,34.91,175.54,31.87,62.98,107.22,219.1,38.51
8/16/2016,109.38,62.07,35.21,172.4,31.71,62.6,106.47,218.07,37.69
8/17/2016,109.21,62.28,35.02,173.03,31.85,61.15,106.46,218.44,36.9
8/18/2016,109.08,63.04,34.97,173.93,31.55,62.1,107.23,218.85,37.54
8/19/2016,109.36,62.76,35.24,174.93,31.83,62.26,108.14,218.55,37.8
8/22/2016,108.43,62.83,35.36,175.93,31.87,62.43,108.23,218.52,37.27
8/23/2016,108.8,63.09,35.4,177.34,31.9,62.91,108.78,218.98,37.5
8/24/2016,108.05,62.61,35.15,175.3,31.78,61.94,107.87,217.99,37.64
8/25/2016,107.59,62.64,35.09,176.08,31.54,61.53,108.28,217.72,36.99
8/26/2016,106.94,62.97,35.26,177.16,31.53,62.03,108.81,217.29,37.59
8/29/2016,106.82,62.98,35.55,177.4,31.81,61.99,109.16,218.32,37.62
8/30/2016,105.97,62.94,35.7,177,31.67,61.63,108.97,217.98,38.01
8/31/2016,106.11,63.07,35.89,176.41,31.91,61.34,108.9,217.44,37.48
9/1/2016,106.73,63.47,36.02,177.75,31.78,63.15,109.84,217.3,38.44
9/2/2016,107.77,63.35,36.08,173.11,32.17,62.53,109.66,218.36,38.18
9/6/2016,107.61,63.09,36.57,171.1,32.12,63.12,109.36,219.06,38.98
9/7/2016,108.38,62.43,36.46,168.9,31.89,62.19,108.55,219.03,38.49
9/8/2016,105.5,62.69,36.45,168.38,31.7,62.64,108.38,218.59,38.47
9/9/2016,103.25,60.52,35.44,160.62,30.48,59.58,104.46,213.34,37.13
9/12/2016,105.52,62.25,36.08,164.48,31.18,60.75,106.53,216.4,37.43
9/13/2016,108.09,61.29,35.61,165.24,30.94,59.94,105.52,213.35,36.42
9/14/2016,111.83,61.59,35.62,169.61,30.71,60.4,106.5,213.12,35.03
9/15/2016,115.58,62.39,36.28,172.03,31.11,62.12,108.93,215.21,35.35
9/16/2016,114.97,62.95,37.69,171.24,30.97,62.83,108.93,213.5,34.82
9/19/2016,113.57,62.86,37.16,170.73,31.72,63.67,109.09,213.52,34.42
9/20/2016,113.56,62.7,37.14,168.23,31.66,63.09,108.59,213.53,34
9/21/2016,113.55,63.57,37.45,169.83,32.12,64.97,110.13,215.85,34.03
9/22/2016,114.6,63.52,37.55,168.84,32.38,65.02,110.52,217.1,35.42
9/23/2016,112.7,62.75,37.19,166.63,32.13,64.95,109.32,216.16,37
9/26/2016,112.92,62.31,36.65,166.69,31.8,64.34,107.79,214.33,37.25
9/27/2016,113.09,63.31,37.18,170.86,31.6,66.54,109.66,215.6,39.09
9/28/2016,113.95,63.45,37.44,170.7,31.9,66.78,109.88,216.62,39.08
9/29/2016,112.25,67.5,37.32,172.46,31.48,67.4,111.3,214.89,39.08
9/30/2016,112.98,68.5,37.75,172.52,31.76,68.52,112.99,216.36,39.49
10/3/2016,112.52,67.11,37.66,170.07,32.04,68.45,112.49,215.84,38.57
10/4/2016,112.93,66.68,37.54,169.05,32.17,68.3,112.43,214.6,38.21
10/5/2016,113,66.84,37.99,173.48,32.7,68.23,113.37,215.62,39.74
10/6/2016,113.98,67.54,38.05,174.19,32.54,67.34,112.93,215.92,39.75
10/7/2016,114.07,68.19,38.1,174.21,32.34,66.85,112.65,215.05,37.58
10/10/2016,116.06,67.25,37.97,174.77,32.15,67.06,112.8,216.09,38.58
10/11/2016,116.37,66.09,37.27,171.17,31.88,66.13,110.47,213.63,38.28
10/12/2016,117.36,66.06,37.13,170.47,31.67,66.43,109.54,213.65,38.24
10/13/2016,116.98,65.7,36.97,168.94,31.51,65.35,107.99,213.03,38.68
10/14/2016,117.71,65.7,37.45,170.09,31.87,66.02,109.69,213.1,39.47
10/17/2016,117.55,65.19,37.29,168.88,31.56,65.61,109.42,212.56,39.3
10/18/2016,117.38,66.1,36.93,172.17,31.4,66.68,110.53,213.68,39.57
10/19/2016,117.12,65.79,35.55,171.87,31.85,66.58,109.58,214.22,41.92
10/20/2016,117.02,67.34,35.43,173.42,31.74,67.73,109.73,214,42.08
10/21/2016,116.6,67.93,35.15,172.92,32.04,67.54,110.3,213.93,42.25
10/24/2016,117.63,68.06,35.26,176.55,32.98,70.71,111.49,214.88,40.87
10/25/2016,118.2,67.71,35.1,173.65,31.59,71.87,112.18,214.14,40.68
10/26/2016,115.63,68.18,34.92,173,31.58,72.33,112.26,213.75,41.11
10/27/2016,114.48,70.09,34.84,172.24,31.33,70.68,112.24,213.1,41.06
10/28/2016,113.77,68.43,34.78,169.4,31.33,70.58,112.41,212.82,40.6
10/31/2016,113.54,68.91,34.87,170.28,31.59,71.16,111.74,212.4,40.49
11/1/2016,111.43,68.34,34.52,168.8,31.5,69.08,110.35,211.23,41.05
11/2/2016,111.59,67.09,34.6,172.56,31.45,68.76,109.62,209.54,40.54
11/3/2016,109.83,66.95,33.88,172.99,31.05,68.14,109.39,208.8,34.51
11/4/2016,108.78,66.72,33.61,172.17,31.17,67.53,108.75,208.7,32.48
11/7/2016,110.41,68.46,34.69,176.96,32.02,71.3,111.83,213.22,33.76
11/8/2016,110.83,68.27,34.74,177,31.73,71.16,112.1,214.2,33.49
11/9/2016,110.88,67.88,34.75,173.42,30.95,69.96,111.51,216.37,32.1
11/10/2016,107.77,66.31,34.5,167.94,32.75,67.77,109.19,216.83,31.95
11/11/2016,108.43,66.88,34.61,167.54,34.02,88.03,113.31,216.63,32.09
11/14/2016,105.63,65.93,34.48,163.78,33.29,83.61,112.7,216.48,33.08
11/15/2016,107.11,66.77,34.91,166.45,33.43,86.19,114.81,218.28,33.19
11/16/2016,109.96,66.3,34.84,167.83,33.22,91.63,116.12,217.88,32.82
11/17/2016,109.98,66.67,35.02,167.01,33.42,92.39,117.42,218.92,31.16
11/18/2016,110.06,67.31,34.95,168.16,33,93.36,118.2,218.47,29.15
11/21/2016,111.75,67.1,34.98,172.6,33.01,92.98,119.03,220.09,29.38
11/22/2016,111.8,68.31,35.48,177.02,33.81,93.65,120.31,220.68,29.66
11/23/2016,111.2,68.13,35.2,177.08,33.85,93.97,120.47,220.66,29.78
11/25/2016,111.79,68.29,35.2,176.75,34.35,94.16,120.65,221.67,30.18
11/28/2016,111.57,67.1,35.51,174.65,34.04,94.11,120.28,220.53,31.11
11/29/2016,111.37,66.77,35.31,175.45,34.57,93.31,120.06,220.88,29.95
11/30/2016,110.52,68.13,34.7,170.47,34.55,92.77,119.32,220.48,30.33
12/1/2016,109.51,64.15,33.76,162.79,36.43,87.61,113.55,219.53,30.14
12/2/2016,109.75,65.82,34.16,164.22,35.42,88.56,114.95,219.74,30.15
12/5/2016,109.11,66.36,34.39,166.13,34.95,91.88,116.37,220.94,32.35
12/6/2016,109.95,67.45,34.72,164.76,35.08,93.39,117.97,221.69,32.04
12/7/2016,110.95,68.34,35.5,168.55,36.28,95.07,120.47,224.51,33.59
12/8/2016,112.06,68.55,35.7,171.99,36.4,93.48,121.44,225.24,33.17
12/9/2016,113.87,68.52,35.76,179.09,37.66,91.82,121.01,226.47,33.54
12/12/2016,113.22,68.53,36.03,178.16,37.11,89.59,120.06,226.2,33.7
12/13/2016,115.19,69.34,36.8,179.44,37.38,91.17,121.19,227.75,33.62
12/14/2016,115.27,67.56,36.55,177.62,35.96,96.46,121.26,226.03,32.61
12/15/2016,115.82,68.03,36.79,179.97,36.24,98.71,123.49,226.89,32.61
12/16/2016,115.98,66.46,36.31,178.42,36.35,98.94,122.17,225.19,35.11
12/19/2016,116.45,67.02,36.89,180.46,36.41,101.63,123.43,225.5,34.98
12/20/2016,116.95,66.91,37.2,182.07,36.61,105.17,124.53,226.27,34.47
12/21/2016,117.06,67.16,36.98,182.29,36.42,105.85,124.29,225.82,33.2
12/22/2016,116.17,66.76,36.93,180.6,35.7,107.11,124.88,225.43,32.68
12/23/2016,116.51,66.86,36.97,181.94,35.69,109.83,125.55,225.73,32.62
12/27/2016,117.25,67.25,37.07,182.31,35.54,117.33,127.08,226.18,33.99
12/28/2016,116.71,65.75,36.63,180.19,35.15,109.17,124.62,224.4,32.82
12/29/2016,116.65,66.04,36.66,179.87,35.15,111.22,124.63,224.32,32.46
12/30/2016,115.86,65.23,36.28,176.81,34.85,106.68,122.64,223.34,32.09
1/3/2017,116.09,65.4,36.6,178.34,35.09,101.93,122.73,225.2,33.54
1/4/2017,116.01,65.47,36.41,177.07,37.1,104.41,123.1,226.56,34.17
1/5/2017,116.61,65.55,36.35,174.28,36.38,101.7,122.01,226.31,33.88
1/6/2017,117.97,65.49,36.54,176.59,36,103.1,122.94,227.3,33.32
1/9/2017,118.98,65.74,36.64,176.97,36.01,107.33,124.28,226.49,33.57
1/10/2017,119.01,65.63,36.54,180.57,37.35,106.47,124.9,226.5,33.39
1/11/2017,119.74,66.1,36.95,179.42,37.97,105.16,125.29,227.09,35
1/12/2017,119.18,66.12,36.71,178.86,37.52,103.44,124.25,226.5,34.87
1/13/2017,119,66.88,36.79,180.45,37.35,103.31,125.09,227.04,35.75
1/17/2017,120,64.19,36.8,179.11,37.31,101.09,122.99,226.28,35.17
1/18/2017,119.99,65.15,36.76,185.02,37.4,102.94,124.74,226.74,34.41
1/19/2017,119.74,64.44,36.57,185.56,37.29,105.16,124.19,226.11,34.42
1/20/2017,120.01,62.97,36.94,191.08,37.01,103.95,125.78,226.71,34.75
1/23/2017,120.08,54.9,36.84,191,36.65,105.09,124.98,226.24,33.66
1/24/2017,119.97,54.92,37.62,197.75,37,107.4,127.47,227.56,32.53
1/25/2017,121.88,57,37.8,202.48,38.28,107.79,129.33,229.51,32.9
1/26/2017,121.94,53.99,36.6,204.17,37.53,109.69,128.57,229.35,32.28
1/27/2017,121.85,54.19,37.98,205.71,37,111.86,130.21,228.99,31.48
1/30/2017,121.64,53.61,37.42,203.22,36.31,110.01,129.53,227.6,31.02
1/31/2017,121.4,53.43,36.82,199.5,36.62,109.15,127.83,227.68,31.19
2/1/2017,128.95,53.15,36.51,203.69,36.13,113.91,129.91,227.62,31.06
2/2/2017,128.48,52.66,36.68,204.05,35.73,115.39,129.78,227.8,32.03
2/3/2017,129.03,52.98,36.52,206.16,36.31,114.38,130.5,229.31,32.14
2/6/2017,130.3,52.88,36.27,206.56,36.83,117.31,131,228.96,31.92
2/7/2017,131.54,53.27,36.35,205.91,35.1,119.18,131.46,229,31.79
2/8/2017,132.1,52.9,36.38,206.89,35.14,118.61,131.66,229.26,31.52
2/9/2017,132.41,52.88,35.46,205.34,35.08,116.55,130.51,230.55,32.19
2/10/2017,132.09,54,35.34,205.52,35.17,113.6,130.55,231.43,32.34
2/13/2017,133.29,54.93,35.84,206.71,35.52,108.3,130.76,232.76,33.13
2/14/2017,134.95,55.48,35.93,205.33,37.15,108.75,130.37,233.71,33.67
2/15/2017,135.52,56.5,36.03,205.99,37.08,109,131.39,234.99,34.6
2/16/2017,135.32,56.88,36.41,208.18,37.03,107.24,131.56,234.8,33.97
2/17/2017,135.51,56.46,36.48,210.41,37.22,107.18,132.4,235.04,34.36
2/21/2017,136.69,56.75,36.47,212.75,37.83,111.07,134.13,236.41,35.78
2/22/2017,137.09,57.1,36.01,214.16,37.84,110.57,134.17,236.27,33.97
2/23/2017,136.52,57.06,36.18,210.31,37.25,100.68,131.97,236.43,37.05
2/24/2017,136.58,57.17,36.51,210.37,36.91,101.33,131.86,236.71,38.04
2/27/2017,136.94,56.73,36.51,213.28,37.27,104.41,133.18,237.02,38.05
2/28/2017,136.99,56.48,36.2,210.93,36.83,101.37,131.45,236.52,37.11
3/1/2017,139.79,57.01,35.93,215.14,37.43,102.99,133.55,239.68,35.3
3/2/2017,138.96,56.37,35.91,217.29,37.61,100.3,132.13,238.19,35.52
3/3/2017,139.77,56.44,35.9,218.32,38.24,98.3,132.06,238.4,34.61
3/6/2017,139.34,56.45,35.57,217.94,37.91,97.67,132.12,237.76,33.33
3/7/2017,139.52,56.73,35.7,219.25,37.52,98.87,132.56,237.01,32.63
3/8/2017,139,57.77,35.62,219.63,37.27,98.56,132.76,236.61,32.66
3/9/2017,138.68,57.97,35.7,222.01,36.84,98.54,132.99,236.84,32.48
3/10/2017,139.19,58.68,35.91,226.35,36.83,98.95,134.54,237.43,32.4
3/13/2017,139.2,58.46,35.16,226.45,36.87,101.85,135.53,237.74,32.84
3/14/2017,138.99,58.22,35.18,224.35,36.96,101.78,135.12,236.91,32.09
3/15/2017,140.42,58.52,35.1,225.93,37.09,102.5,136.24,238.78,33
3/16/2017,140.69,58.35,35.14,222.36,37.08,103.76,136.05,238.53,32.98
3/17/2017,139.99,57.7,35.22,221.18,36.31,106.13,136.3,237.34,31.84
3/20/2017,141.44,57.81,35.43,221.24,35.78,109.45,137.33,236.76,30.34
3/21/2017,139.85,56.8,35.03,216.02,34.55,105.91,134.13,233.75,29.1
3/22/2017,141.42,57.04,35.37,217.42,34.39,108.17,135.57,234.24,28.87
3/23/2017,140.93,56.81,35.27,216.8,34.2,107,135.22,233.84,28.58
3/24/2017,140.8,56.92,35.27,218.97,34.56,107.54,135.9,234.07,28.31
3/27/2017,140.88,56.66,35.39,219.05,34.71,108.14,136.09,233.7,28.23
3/28/2017,143.8,57.38,35.6,220.95,36.09,107.69,136.46,235.18,28.28
3/29/2017,144.1,57.36,35.57,221.31,35.54,107.37,136.16,235.55,28.03
3/30/2017,143.91,57.2,35.75,220.04,35.42,109.4,136.92,236.29,27.47
3/31/2017,143.66,57.34,36.07,218.96,35.35,108.93,136.85,235.79,27.1
4/3/2017,143.7,56.5,36.16,218.8,34.14,108.38,135.5,235.55,26.33
4/4/2017,144.77,56.68,36.3,218.96,34.27,100.71,135.21,235.56,26.82
4/5/2017,144.03,56.48,36.22,217.13,34,99.9,136.13,234.71,26.58
4/6/2017,143.66,56.53,36.03,217.5,34.16,100.76,134.31,235.21,26.62
4/7/2017,143.41,56.32,36.03,218.25,33.71,100.35,135.23,235.23,26.81
4/10/2017,143.37,56.52,35.8,218.02,33.97,97.71,134.16,235.27,27.97
4/11/2017,141.51,55.35,35.7,217.55,33.93,98.12,132.03,234.95,28.1
4/12/2017,141.79,53.46,35.63,209.2,33.91,97.3,131.05,234.27,27.91
4/13/2017,141.09,52.79,35.25,211.32,33.39,95.49,131.52,232.56,27.42
4/17/2017,141.83,52.89,35.48,213.87,33.9,99.23,130.92,234.52,27.34
4/18/2017,141.2,52.61,35.77,213.1,33.69,99.29,131.19,233.84,26.89
4/19/2017,140.68,52.61,35.91,213.63,33.79,99.79,133.28,233.41,26.53
4/20/2017,142.44,52.66,36.18,218.21,34.11,101.24,134.2,235.36,26.66
4/21/2017,142.3,52.5,36.32,217.66,33.75,101.68,134.35,234.65,26.8
4/24/2017,143.64,52.81,36.75,221.24,33.91,102.95,136.06,237.06,27.08
4/25/2017,144.52,53,36.9,223.2,33.99,104.78,137.59,238.43,27.54
4/26/2017,143.65,53.04,36.9,221.69,34.38,104.02,136.53,238.4,28.99
4/27/2017,143.62,53.21,37.56,223.09,34.56,105.64,138.08,238.57,29.44
4/28/2017,143.65,53.73,36.15,220.81,34.64,104.3,136.46,238.23,29.55
5/1/2017,146.78,53.6,36.31,221.32,34.2,106.64,137.48,238.6,29.55
5/2/2017,147.53,53.29,36.97,225.45,33.19,103.42,135.98,238.75,30.32
5/3/2017,146.84,54.53,36.98,224.9,33.47,104.25,136.48,238.57,33.91
5/4/2017,146.48,54.91,36.84,223.4,33.15,103.85,136.37,238.62,34.07
5/5/2017,148.98,54.93,36.76,226.45,33.77,103.91,136.89,239.71,34.54
5/8/2017,153.06,54.62,36.5,225.08,33.97,102.71,136.38,239.65,35.13
5/9/2017,153.99,55.15,36.37,228.46,34.26,103.39,137.75,239.45,35.78
5/10/2017,153.27,55.33,36.01,231.33,34.25,121.47,140.65,239.82,36.58
5/11/2017,154.03,54.68,35.69,231.09,34.11,126.51,141.15,239.49,36.62
5/12/2017,156.1,55.32,35.53,235.96,33.62,127.97,141.58,239.06,36.39
5/15/2017,155.65,55.4,35.63,239.03,33.82,134.28,143.72,240.2,37.21
5/16/2017,155.46,55.95,35.82,240.68,33.42,136.79,145.86,240.09,36.76
5/17/2017,150.2,55.43,35.05,231.1,32.43,127.7,139.51,236.18,34.98
5/18/2017,152.59,56.12,35.22,237.66,32.48,133.07,142.15,236.81,34.96
5/19/2017,152.96,57.67,35.35,234.1,32.73,135.85,143.69,238.33,36.34
5/22/2017,154.09,59.3,35.77,238.38,32.94,138.89,145.26,239.59,36.43
5/23/2017,153.77,59.22,35.86,236.54,33.22,137.06,144.68,240.06,36.47
5/24/2017,153.34,58.64,36.12,239.6,33.21,138.57,145.61,240.53,38.9
5/25/2017,153.74,58.45,36.26,240.86,32.6,138.26,146.45,241.72,37.94
5/26/2017,153.61,57.52,36.26,241.21,33.06,141.8,147.07,241.72,36.98
5/30/2017,153.62,57.34,36.18,239.54,33.5,144.85,148,241.52,39.5
5/31/2017,152.8,57.27,36.11,239.48,33.92,144.35,148.09,241.49,38.51
6/1/2017,153.14,58.62,36.12,234.49,34.42,144.36,148.14,243.23,38.32
6/2/2017,155.44,58.58,36.26,254.55,34.43,143.4,149.6,244.15,38.33
6/5/2017,153.9,58.86,36.34,252.21,34.46,148.05,150.03,243.92,37.67
6/6/2017,154.5,58.2,36.13,253.86,34.4,147.35,150.58,243.3,37.44
6/7/2017,155.4,57.53,36.26,254.24,34.35,149.12,151.64,243.65,36.94
6/8/2017,154.86,58.12,36.48,254.95,34.11,159.92,154.32,243.68,37.8
6/9/2017,148.71,57.05,35.7,243.34,34.34,149.73,147.85,243.42,36.65
6/12/2017,145.26,57.49,35.73,242.67,34.69,149.86,147.08,243.34,36.4
6/13/2017,146.58,57.54,35.88,242.94,34.52,151.37,147.99,244.53,36.46
6/14/2017,145.06,57.07,35.53,240.54,34.62,151.8,146.45,244.29,36.19
6/15/2017,144.25,56.93,35.31,237.99,34.6,152.16,145.29,243.86,35.73
6/16/2017,142.29,56.82,35.2,236.28,34.29,151.49,144.76,242.64,35.84
6/19/2017,146.34,57.6,35.51,241.15,34.35,157.32,147.53,244.66,36.35
6/20/2017,144.98,56.79,34.85,239.99,34.39,157.18,145.84,243.15,35.45
6/21/2017,145.89,56.33,34.6,245.12,34.13,159.41,147.5,242.93,37.23
6/22/2017,145.62,56.47,34.36,244.04,34.19,158.38,147.15,242.82,38.42
6/23/2017,146.35,56.93,34.2,245.38,34.19,153.66,147.67,243.21,39.74
6/26/2017,145.82,56.57,34.07,242.75,34.52,152.1,146.37,243.2,40.17
6/27/2017,143.88,55.43,33.65,235.33,34.19,146.37,142.05,241.44,40.05
6/28/2017,145.86,56.16,34.2,241.05,34.58,151.7,144.54,243.49,40.49
6/29/2017,143.59,55.08,33.53,234.04,34.86,146.56,140.91,241.59,40.08
6/30/2017,144.2,55.22,33.74,233.05,34.93,144.8,140.18,241.89,39.88
7/3/2017,143.5,54.95,33.46,229.76,35.57,139.33,139,242.21,40.32
7/5/2017,144.02,55.45,34.34,231.61,35,143.13,141.14,242.75,39.58
7/6/2017,142.73,54.79,33.63,235.04,34.87,143.48,140.53,240.68,39.32
7/7/2017,144.18,55.35,33.88,239.62,34.96,146.76,142.89,242.06,39.24
7/10/2017,145.06,55.64,33.65,241.77,35.22,153.7,144.51,242.38,39.48
7/11/2017,145.67,55.33,33.91,240.9,35.43,155.8,145.67,242.21,39.52
7/12/2017,145.74,56.2,34.03,246.42,35.52,162.51,147.99,243.9,41.49
7/13/2017,147.84,56.27,34.24,247.31,35.87,160.69,147.64,244.37,40.95
7/14/2017,149.1,56.81,34.67,250.29,36.35,165,149.57,245.48,42.96
7/17/2017,149.65,56.46,34.47,249.02,36.39,164.25,148.94,245.52,42.64
7/18/2017,150.08,56.29,34.53,250.88,36.44,165.96,149.44,245.62,43.67
7/19/2017,151.02,56.65,34.53,254.4,36.47,165.15,150.79,246.96,45.52
7/20/2017,150.21,53.76,34.75,253.43,36.41,167.52,151.23,247.06,46.01
7/21/2017,150.27,53.84,34.73,253.11,36.07,167.9,149.94,246.86,45.6
7/24/2017,152.17,53.22,34.5,253.03,35.86,166,149.42,246.77,44.85
7/25/2017,152.74,53.27,34.67,254.3,35.58,165.35,149.35,247.32,45.72
7/26/2017,153.62,53.14,34.75,257.01,35.61,167.2,151.03,247.48,45.47
7/27/2017,150.44,52.49,34.97,250.95,35.93,161.96,148.66,247.11,45.61
7/28/2017,149.39,52.88,35.31,250.37,35.76,164.39,147.9,246.95,48.22
7/31/2017,148.73,53.19,35.51,246.66,35.98,162.51,147.02,246.83,48.88
8/1/2017,149.85,53.41,36.39,248.37,34.76,164.49,147.86,247.34,49.65
8/2/2017,157.01,53.25,36.64,253.36,34.82,164.39,146.83,247.44,48.63
8/3/2017,155.66,52.95,36.49,250.29,34.77,166.48,146.23,247.01,47.3
8/4/2017,156.33,52.62,36.35,249.17,35.27,167.21,146.37,247.37,47.98
8/7/2017,158.67,52.7,36.43,252.44,35.3,172.3,148.83,247.84,48.57
8/8/2017,160.54,52.29,36.36,251.36,35.39,170.4,148.34,247.27,47.84
8/9/2017,161.13,52.77,36.59,249.17,35.28,172.05,147.89,247.28,47.43
8/10/2017,155.32,52.34,36.12,240.7,34.88,164.73,143.77,243.94,46.75
8/11/2017,157.49,52.72,35.87,244.17,34.93,156,144.6,244.11,47.54
8/14/2017,159.84,53.55,36.34,250.91,35.47,168.44,148.28,246.45,48.88
8/15/2017,161.58,53.87,36,253.69,35.55,166.98,148.68,246.52,49.09
8/16/2017,160.95,53.31,35.81,253.42,35.75,165.1,148.91,246.91,49.08
8/17/2017,157.87,52.27,35.17,246.95,35.01,161.59,145.07,243.2,47.77
8/18/2017,157.5,51.9,35.01,249.37,34.83,161.85,145.38,242.75,48.06
8/21/2017,157.21,51.98,34.92,249.62,34.91,159.05,144.32,242.98,45.75
8/22/2017,159.84,52.35,34.65,255.42,35.3,162.72,146.65,245.36,46.59
8/23/2017,159.97,52.23,34.66,256.92,35.49,165.75,147.32,244.5,46.48
8/24/2017,159.25,52.49,34.71,255.05,35.52,165.29,147.31,244.17,47.2
8/25/2017,159.88,52.03,34.67,245.59,35.61,163.81,146.57,244.58,47.41
8/28/2017,161.49,51.81,34.65,243.25,35.45,164.97,146.94,244.68,48.02
8/29/2017,162.9,51.81,34.73,241.73,35.51,164.5,147.28,244.85,48.39
8/30/2017,163.39,52.12,34.89,246.02,35.82,165.63,149.79,246.06,48.09
